setting_id,group,seed,test_family,word_length,method,implementation,accuracy,loss,ece,zero_shot_action_accuracy,multiplication_error,training_examples,generator_supervision,multiplication_table_supervision,trainable_parameters,label_permutation_hash_passed,execution_commit,source_sha256
S3_s0,S3,0,word_length_only,7,generic_moe,ridge_word_encoder_proxy_not_moe,0.19569471624266144,2.136701580780013,0.23341925299910202,0.19569471624266144,0.8043052837573386,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,8,generic_moe,ridge_word_encoder_proxy_not_moe,0.12737642585551331,2.2232153176006326,0.2931257899327896,0.12737642585551331,0.8726235741444867,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,9,generic_moe,ridge_word_encoder_proxy_not_moe,0.21052631578947367,2.0917021892421586,0.21582414817059362,0.21052631578947367,0.7894736842105263,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,10,generic_moe,ridge_word_encoder_proxy_not_moe,0.15876288659793814,2.1624576055201303,0.26653128690198563,0.15876288659793814,0.8412371134020619,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,4,sequence_mlp,fixed_random_feature_ridge_model,0.10076045627376426,2.3020447038026433,0.31919383791209294,0.10076045627376426,0.8992395437262357,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,5,sequence_mlp,fixed_random_feature_ridge_model,0.2130841121495327,2.1006197110926492,0.20183837037329694,0.2130841121495327,0.7869158878504673,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,6,sequence_mlp,fixed_random_feature_ridge_model,0.125,2.2334897504164504,0.30048638340055783,0.125,0.875,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,7,sequence_mlp,fixed_random_feature_ridge_model,0.24266144814090018,2.104549407117004,0.1993133218660098,0.24266144814090018,0.7573385518590998,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,8,sequence_mlp,fixed_random_feature_ridge_model,0.13307984790874525,2.202823100270486,0.28742236787955766,0.13307984790874525,0.8669201520912547,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,9,sequence_mlp,fixed_random_feature_ridge_model,0.15009746588693956,2.1944061002550224,0.27625299807312775,0.15009746588693956,0.8499025341130604,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,10,sequence_mlp,fixed_random_feature_ridge_model,0.14432989690721648,2.2709531160768073,0.2809642765927073,0.14432989690721648,0.8556701030927835,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,4,sequence_transformer,ridge_word_encoder_proxy_not_transformer,0.08365019011406843,2.3348840303471405,0.33630410407178873,0.08365019011406843,0.9163498098859315,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,5,sequence_transformer,ridge_word_encoder_proxy_not_transformer,0.2485981308411215,2.05631605556525,0.17562324775261234,0.2485981308411215,0.7514018691588785,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,6,sequence_transformer,ridge_word_encoder_proxy_not_transformer,0.11507936507936507,2.2681891583952,0.3104070183211928,0.11507936507936507,0.8849206349206349,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,7,sequence_transformer,ridge_word_encoder_proxy_not_transformer,0.19569471624266144,2.136701580780013,0.23341925299910202,0.19569471624266144,0.8043052837573386,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,8,sequence_transformer,ridge_word_encoder_proxy_not_transformer,0.12737642585551331,2.2232153176006326,0.2931257899327896,0.12737642585551331,0.8726235741444867,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,9,sequence_transformer,ridge_word_encoder_proxy_not_transformer,0.21052631578947367,2.0917021892421586,0.21582414817059362,0.21052631578947367,0.7894736842105263,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,10,sequence_transformer,ridge_word_encoder_proxy_not_transformer,0.15876288659793814,2.1624576055201303,0.26653128690198563,0.15876288659793814,0.8412371134020619,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,4,differentiable_finite_state_automaton,exact_supplied_transition_table_not_differentiably_trained,1.0,0.9067818828652232,0.5800457058141429,1.0,0.0,1600,True,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,5,differentiable_finite_state_automaton,exact_supplied_transition_table_not_differentiably_trained,1.0,0.9200198148790856,0.5850775174771704,1.0,0.0,1600,True,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,6,differentiable_finite_state_automaton,exact_supplied_transition_table_not_differentiably_trained,1.0,0.8969938424573131,0.574513616599442,1.0,0.0,1600,True,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,7,differentiable_finite_state_automaton,exact_supplied_transition_table_not_differentiably_trained,1.0,0.890625695591513,0.5708860307582364,1.0,0.0,1600,True,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,8,differentiable_finite_state_automaton,exact_supplied_transition_table_not_differentiably_trained,1.0,0.9113503333162525,0.579497784211697,1.0,0.0,1600,True,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,9,differentiable_finite_state_automaton,exact_supplied_transition_table_not_differentiably_trained,1.0,0.8951871794697204,0.5736495360399326,1.0,0.0,1600,True,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,10,differentiable_finite_state_automaton,exact_supplied_transition_table_not_differentiably_trained,1.0,0.8992799639428074,0.5747058265000762,1.0,0.0,1600,True,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,4,learned_cayley_table_model,exact_supplied_transition_table_not_learned,1.0,0.9067818828652232,0.5800457058141429,1.0,0.0,1600,True,True,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,5,learned_cayley_table_model,exact_supplied_transition_table_not_learned,1.0,0.9200198148790856,0.5850775174771704,1.0,0.0,1600,True,True,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,6,learned_cayley_table_model,exact_supplied_transition_table_not_learned,1.0,0.8969938424573131,0.574513616599442,1.0,0.0,1600,True,True,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,7,learned_cayley_table_model,exact_supplied_transition_table_not_learned,1.0,0.890625695591513,0.5708860307582364,1.0,0.0,1600,True,True,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,8,learned_cayley_table_model,exact_supplied_transition_table_not_learned,1.0,0.9113503333162525,0.579497784211697,1.0,0.0,1600,True,True,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,9,learned_cayley_table_model,exact_supplied_transition_table_not_learned,1.0,0.8951871794697204,0.5736495360399326,1.0,0.0,1600,True,True,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,10,learned_cayley_table_model,exact_supplied_transition_table_not_learned,1.0,0.8992799639428074,0.5747058265000762,1.0,0.0,1600,True,True,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,4,group_equivariant_sequence_network,exact_supplied_transition_table_not_neural_network,1.0,0.9067818828652232,0.5800457058141429,1.0,0.0,1600,True,True,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,5,group_equivariant_sequence_network,exact_supplied_transition_table_not_neural_network,1.0,0.9200198148790856,0.5850775174771704,1.0,0.0,1600,True,True,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,6,group_equivariant_sequence_network,exact_supplied_transition_table_not_neural_network,1.0,0.8969938424573131,0.574513616599442,1.0,0.0,1600,True,True,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,7,group_equivariant_sequence_network,exact_supplied_transition_table_not_neural_network,1.0,0.890625695591513,0.5708860307582364,1.0,0.0,1600,True,True,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,8,group_equivariant_sequence_network,exact_supplied_transition_table_not_neural_network,1.0,0.9113503333162525,0.579497784211697,1.0,0.0,1600,True,True,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,9,group_equivariant_sequence_network,exact_supplied_transition_table_not_neural_network,1.0,0.8951871794697204,0.5736495360399326,1.0,0.0,1600,True,True,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,10,group_equivariant_sequence_network,exact_supplied_transition_table_not_neural_network,1.0,0.8992799639428074,0.5747058265000762,1.0,0.0,1600,True,True,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,4,transformer_group_law_augmentation,exact_supplied_transition_table_not_transformer,1.0,0.9067818828652232,0.5800457058141429,1.0,0.0,1600,True,True,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,5,transformer_group_law_augmentation,exact_supplied_transition_table_not_transformer,1.0,0.9200198148790856,0.5850775174771704,1.0,0.0,1600,True,True,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,6,transformer_group_law_augmentation,exact_supplied_transition_table_not_transformer,1.0,0.8969938424573131,0.574513616599442,1.0,0.0,1600,True,True,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,7,transformer_group_law_augmentation,exact_supplied_transition_table_not_transformer,1.0,0.890625695591513,0.5708860307582364,1.0,0.0,1600,True,True,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,8,transformer_group_law_augmentation,exact_supplied_transition_table_not_transformer,1.0,0.9113503333162525,0.579497784211697,1.0,0.0,1600,True,True,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,9,transformer_group_law_augmentation,exact_supplied_transition_table_not_transformer,1.0,0.8951871794697204,0.5736495360399326,1.0,0.0,1600,True,True,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,10,transformer_group_law_augmentation,exact_supplied_transition_table_not_transformer,1.0,0.8992799639428074,0.5747058265000762,1.0,0.0,1600,True,True,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,4,symbolic_word_reduction_oracle,exact_symbolic_group_reduction,1.0,0.9067818828652232,0.5800457058141429,1.0,0.0,1600,True,True,0,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,5,symbolic_word_reduction_oracle,exact_symbolic_group_reduction,1.0,0.9200198148790856,0.5850775174771704,1.0,0.0,1600,True,True,0,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,6,symbolic_word_reduction_oracle,exact_symbolic_group_reduction,1.0,0.8969938424573131,0.574513616599442,1.0,0.0,1600,True,True,0,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,7,symbolic_word_reduction_oracle,exact_symbolic_group_reduction,1.0,0.890625695591513,0.5708860307582364,1.0,0.0,1600,True,True,0,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,8,symbolic_word_reduction_oracle,exact_symbolic_group_reduction,1.0,0.9113503333162525,0.579497784211697,1.0,0.0,1600,True,True,0,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,9,symbolic_word_reduction_oracle,exact_symbolic_group_reduction,1.0,0.8951871794697204,0.5736495360399326,1.0,0.0,1600,True,True,0,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,10,symbolic_word_reduction_oracle,exact_symbolic_group_reduction,1.0,0.8992799639428074,0.5747058265000762,1.0,0.0,1600,True,True,0,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,4,lookup_table_diagnostic,training_action_majority,0.07034220532319392,2.3774452999149633,0.34961208886266326,0.07034220532319392,0.9296577946768061,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,5,lookup_table_diagnostic,training_action_majority,0.25794392523364484,2.027785797557022,0.1569785572891848,0.25794392523364484,0.7420560747663552,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,6,lookup_table_diagnostic,training_action_majority,0.09126984126984126,2.2451127534427746,0.33453522184108664,0.09126984126984126,0.9087301587301587,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,7,lookup_table_diagnostic,training_action_majority,0.2054794520547945,2.1905394367014255,0.23258142362726228,0.2054794520547945,0.7945205479452054,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,8,lookup_table_diagnostic,training_action_majority,0.13498098859315588,2.1859155450526013,0.285521227195147,0.13498098859315588,0.8650190114068441,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,9,lookup_table_diagnostic,training_action_majority,0.17543859649122806,2.127318476245393,0.25091186746883926,0.17543859649122806,0.8245614035087719,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s0,S3,0,word_length_only,10,lookup_table_diagnostic,training_action_majority,0.14845360824742268,2.1950749978988195,0.27684056525250106,0.14845360824742268,0.8515463917525773,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s1,S3,1,word_length_only,4,exact_structured_retransport,exact_symbolic_group_reduction,1.0,0.8957436883300165,0.5734701869684197,1.0,0.0,1600,True,True,0,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s1,S3,1,word_length_only,5,exact_structured_retransport,exact_symbolic_group_reduction,1.0,0.8935603867785337,0.5740668943601628,1.0,0.0,1600,True,True,0,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s1,S3,1,word_length_only,6,exact_structured_retransport,exact_symbolic_group_reduction,1.0,0.8978323304089363,0.5756058415577195,1.0,0.0,1600,True,True,0,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s1,S3,1,word_length_only,7,exact_structured_retransport,exact_symbolic_group_reduction,1.0,0.9227941643353462,0.5855341196017907,1.0,0.0,1600,True,True,0,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s1,S3,1,word_length_only,8,exact_structured_retransport,exact_symbolic_group_reduction,1.0,0.9203879770163161,0.5850148939037012,1.0,0.0,1600,True,True,0,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s1,S3,1,word_length_only,9,exact_structured_retransport,exact_symbolic_group_reduction,1.0,0.8987288156887057,0.5737711258390594,1.0,0.0,1600,True,True,0,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s1,S3,1,word_length_only,10,exact_structured_retransport,exact_symbolic_group_reduction,1.0,0.8856854544575243,0.57013766292119,1.0,0.0,1600,True,True,0,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s1,S3,1,word_length_only,4,generic_moe,ridge_word_encoder_proxy_not_moe,0.08778625954198473,2.2166637424438935,0.33874355348959556,0.08778625954198473,0.9122137404580153,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s1,S3,1,word_length_only,5,generic_moe,ridge_word_encoder_proxy_not_moe,0.21357285429141717,2.0918352664781015,0.21264562576589688,0.21357285429141717,0.7864271457085829,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s1,S3,1,word_length_only,6,generic_moe,ridge_word_encoder_proxy_not_moe,0.13572854291417166,2.2411098849005477,0.2886656155281087,0.13572854291417166,0.8642714570858283,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s1,S3,1,word_length_only,7,generic_moe,ridge_word_encoder_proxy_not_moe,0.2179732313575526,2.1142103253158715,0.1964926490406566,0.2179732313575526,0.7820267686424475,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s1,S3,1,word_length_only,8,generic_moe,ridge_word_encoder_proxy_not_moe,0.1264591439688716,2.2696747843178384,0.2885259621274271,0.1264591439688716,0.8735408560311284,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
S3_s1,S3,1,word_length_only,9,generic_moe,ridge_word_encoder_proxy_not_moe,0.18359375,2.2144717528679627,0.24263512416094055,0.18359375,0.81640625,1600,False,False,846,True,00a00e704f8daf4f7ae158af6d03c755fbb1d1c6,4881e4eadf6d3db34bea0d4382789721f2653d0d724ad5370cf9e164a234fa28
