setting_id,group,seed,method,category_type,category,examples,accuracy
S3_seed0,S3,0,group_equivariant_recurrent_network,structural,reordered_equivalent_word,97,1.0
S3_seed0,S3,0,group_equivariant_transformer,word_length,4,128,0.15625
S3_seed0,S3,0,group_equivariant_transformer,word_length,5,128,0.34375
S3_seed0,S3,0,group_equivariant_transformer,word_length,6,128,0.078125
S3_seed0,S3,0,group_equivariant_transformer,word_length,7,128,0.265625
S3_seed0,S3,0,group_equivariant_transformer,word_length,8,128,0.078125
S3_seed0,S3,0,group_equivariant_transformer,word_length,9,128,0.2890625
S3_seed0,S3,0,group_equivariant_transformer,word_length,10,128,0.0234375
S3_seed0,S3,0,group_equivariant_transformer,structural,alternate_presentation,100,0.23
S3_seed0,S3,0,group_equivariant_transformer,structural,commutator,89,0.10112359550561797
S3_seed0,S3,0,group_equivariant_transformer,structural,heldout_element,147,0.0
S3_seed0,S3,0,group_equivariant_transformer,structural,inverse_word,81,0.19753086419753085
S3_seed0,S3,0,group_equivariant_transformer,structural,length_extrapolation,304,0.20394736842105263
S3_seed0,S3,0,group_equivariant_transformer,structural,noisy_generator_token,78,0.2948717948717949
S3_seed0,S3,0,group_equivariant_transformer,structural,reordered_equivalent_word,97,0.25773195876288657
S3_seed0,S3,0,transformer_multiplication_augmentation,word_length,4,128,0.1015625
S3_seed0,S3,0,transformer_multiplication_augmentation,word_length,5,128,0.3046875
S3_seed0,S3,0,transformer_multiplication_augmentation,word_length,6,128,0.03125
S3_seed0,S3,0,transformer_multiplication_augmentation,word_length,7,128,0.3125
S3_seed0,S3,0,transformer_multiplication_augmentation,word_length,8,128,0.046875
S3_seed0,S3,0,transformer_multiplication_augmentation,word_length,9,128,0.2734375
S3_seed0,S3,0,transformer_multiplication_augmentation,word_length,10,128,0.078125
S3_seed0,S3,0,transformer_multiplication_augmentation,structural,alternate_presentation,100,0.24
S3_seed0,S3,0,transformer_multiplication_augmentation,structural,commutator,89,0.10112359550561797
S3_seed0,S3,0,transformer_multiplication_augmentation,structural,heldout_element,147,0.006802721088435374
S3_seed0,S3,0,transformer_multiplication_augmentation,structural,inverse_word,81,0.2345679012345679
S3_seed0,S3,0,transformer_multiplication_augmentation,structural,length_extrapolation,304,0.19078947368421054
S3_seed0,S3,0,transformer_multiplication_augmentation,structural,noisy_generator_token,78,0.24358974358974358
S3_seed0,S3,0,transformer_multiplication_augmentation,structural,reordered_equivalent_word,97,0.17525773195876287
S3_seed0,S3,0,ordinary_sequence_transformer,word_length,4,128,0.1484375
S3_seed0,S3,0,ordinary_sequence_transformer,word_length,5,128,0.359375
S3_seed0,S3,0,ordinary_sequence_transformer,word_length,6,128,0.0703125
S3_seed0,S3,0,ordinary_sequence_transformer,word_length,7,128,0.2578125
S3_seed0,S3,0,ordinary_sequence_transformer,word_length,8,128,0.0703125
S3_seed0,S3,0,ordinary_sequence_transformer,word_length,9,128,0.3046875
S3_seed0,S3,0,ordinary_sequence_transformer,word_length,10,128,0.0078125
S3_seed0,S3,0,ordinary_sequence_transformer,structural,alternate_presentation,100,0.23
S3_seed0,S3,0,ordinary_sequence_transformer,structural,commutator,89,0.10112359550561797
S3_seed0,S3,0,ordinary_sequence_transformer,structural,heldout_element,147,0.0
S3_seed0,S3,0,ordinary_sequence_transformer,structural,inverse_word,81,0.2345679012345679
S3_seed0,S3,0,ordinary_sequence_transformer,structural,length_extrapolation,304,0.19407894736842105
S3_seed0,S3,0,ordinary_sequence_transformer,structural,noisy_generator_token,78,0.24358974358974358
S3_seed0,S3,0,ordinary_sequence_transformer,structural,reordered_equivalent_word,97,0.27835051546391754
S3_seed0,S3,0,sequence_mlp,word_length,4,128,0.125
S3_seed0,S3,0,sequence_mlp,word_length,5,128,0.3203125
S3_seed0,S3,0,sequence_mlp,word_length,6,128,0.1484375
S3_seed0,S3,0,sequence_mlp,word_length,7,128,0.2578125
S3_seed0,S3,0,sequence_mlp,word_length,8,128,0.1171875
S3_seed0,S3,0,sequence_mlp,word_length,9,128,0.1640625
S3_seed0,S3,0,sequence_mlp,word_length,10,128,0.25
S3_seed0,S3,0,sequence_mlp,structural,alternate_presentation,100,0.3
S3_seed0,S3,0,sequence_mlp,structural,commutator,89,0.056179775280898875
S3_seed0,S3,0,sequence_mlp,structural,heldout_element,147,0.0
S3_seed0,S3,0,sequence_mlp,structural,inverse_word,81,0.345679012345679
S3_seed0,S3,0,sequence_mlp,structural,length_extrapolation,304,0.20723684210526316
S3_seed0,S3,0,sequence_mlp,structural,noisy_generator_token,78,0.28205128205128205
S3_seed0,S3,0,sequence_mlp,structural,reordered_equivalent_word,97,0.29896907216494845
S3_seed0,S3,0,generic_moe,word_length,4,128,0.1484375
S3_seed0,S3,0,generic_moe,word_length,5,128,0.328125
S3_seed0,S3,0,generic_moe,word_length,6,128,0.0625
S3_seed0,S3,0,generic_moe,word_length,7,128,0.234375
S3_seed0,S3,0,generic_moe,word_length,8,128,0.1015625
S3_seed0,S3,0,generic_moe,word_length,9,128,0.1640625
S3_seed0,S3,0,generic_moe,word_length,10,128,0.21875
S3_seed0,S3,0,generic_moe,structural,alternate_presentation,100,0.23
S3_seed0,S3,0,generic_moe,structural,commutator,89,0.10112359550561797
S3_seed0,S3,0,generic_moe,structural,heldout_element,147,0.0
S3_seed0,S3,0,generic_moe,structural,inverse_word,81,0.2962962962962963
S3_seed0,S3,0,generic_moe,structural,length_extrapolation,304,0.19078947368421054
S3_seed0,S3,0,generic_moe,structural,noisy_generator_token,78,0.2692307692307692
S3_seed0,S3,0,generic_moe,structural,reordered_equivalent_word,97,0.26804123711340205
S3_seed0,S3,0,generic_matrix_action_model,word_length,4,128,0.71875
S3_seed0,S3,0,generic_matrix_action_model,word_length,5,128,0.515625
S3_seed0,S3,0,generic_matrix_action_model,word_length,6,128,0.5078125
S3_seed0,S3,0,generic_matrix_action_model,word_length,7,128,0.5078125
S3_seed0,S3,0,generic_matrix_action_model,word_length,8,128,0.4375
S3_seed0,S3,0,generic_matrix_action_model,word_length,9,128,0.4296875
S3_seed0,S3,0,generic_matrix_action_model,word_length,10,128,0.4375
S3_seed0,S3,0,generic_matrix_action_model,structural,alternate_presentation,100,0.76
S3_seed0,S3,0,generic_matrix_action_model,structural,commutator,89,0.19101123595505617
S3_seed0,S3,0,generic_matrix_action_model,structural,heldout_element,147,0.0
S3_seed0,S3,0,generic_matrix_action_model,structural,inverse_word,81,0.7777777777777778
S3_seed0,S3,0,generic_matrix_action_model,structural,length_extrapolation,304,0.631578947368421
S3_seed0,S3,0,generic_matrix_action_model,structural,noisy_generator_token,78,0.8205128205128205
S3_seed0,S3,0,generic_matrix_action_model,structural,reordered_equivalent_word,97,0.44329896907216493
S3_seed0,S3,0,lookup_table,word_length,4,128,0.046875
S3_seed0,S3,0,lookup_table,word_length,5,128,0.2578125
S3_seed0,S3,0,lookup_table,word_length,6,128,0.0625
S3_seed0,S3,0,lookup_table,word_length,7,128,0.28125
S3_seed0,S3,0,lookup_table,word_length,8,128,0.0625
S3_seed0,S3,0,lookup_table,word_length,9,128,0.28125
S3_seed0,S3,0,lookup_table,word_length,10,128,0.03125
S3_seed0,S3,0,lookup_table,structural,alternate_presentation,100,0.18
S3_seed0,S3,0,lookup_table,structural,commutator,89,0.1348314606741573
S3_seed0,S3,0,lookup_table,structural,heldout_element,147,0.0
S3_seed0,S3,0,lookup_table,structural,inverse_word,81,0.14814814814814814
S3_seed0,S3,0,lookup_table,structural,length_extrapolation,304,0.14802631578947367
S3_seed0,S3,0,lookup_table,structural,noisy_generator_token,78,0.3333333333333333
S3_seed0,S3,0,lookup_table,structural,reordered_equivalent_word,97,0.18556701030927836
D4_seed0,D4,0,exact_structured_retransport,word_length,4,128,1.0
D4_seed0,D4,0,exact_structured_retransport,word_length,5,128,1.0
D4_seed0,D4,0,exact_structured_retransport,word_length,6,128,1.0
D4_seed0,D4,0,exact_structured_retransport,word_length,7,128,1.0
D4_seed0,D4,0,exact_structured_retransport,word_length,8,128,1.0
D4_seed0,D4,0,exact_structured_retransport,word_length,9,128,1.0
D4_seed0,D4,0,exact_structured_retransport,word_length,10,128,1.0
D4_seed0,D4,0,exact_structured_retransport,structural,alternate_presentation,87,1.0
D4_seed0,D4,0,exact_structured_retransport,structural,commutator,90,1.0
D4_seed0,D4,0,exact_structured_retransport,structural,heldout_element,112,1.0
D4_seed0,D4,0,exact_structured_retransport,structural,inverse_word,94,1.0
D4_seed0,D4,0,exact_structured_retransport,structural,length_extrapolation,286,1.0
D4_seed0,D4,0,exact_structured_retransport,structural,noisy_generator_token,111,1.0
D4_seed0,D4,0,exact_structured_retransport,structural,reordered_equivalent_word,116,1.0
D4_seed0,D4,0,symbolic_word_reduction_oracle,word_length,4,128,1.0
D4_seed0,D4,0,symbolic_word_reduction_oracle,word_length,5,128,1.0
D4_seed0,D4,0,symbolic_word_reduction_oracle,word_length,6,128,1.0
D4_seed0,D4,0,symbolic_word_reduction_oracle,word_length,7,128,1.0
D4_seed0,D4,0,symbolic_word_reduction_oracle,word_length,8,128,1.0
D4_seed0,D4,0,symbolic_word_reduction_oracle,word_length,9,128,1.0
D4_seed0,D4,0,symbolic_word_reduction_oracle,word_length,10,128,1.0
D4_seed0,D4,0,symbolic_word_reduction_oracle,structural,alternate_presentation,87,1.0
D4_seed0,D4,0,symbolic_word_reduction_oracle,structural,commutator,90,1.0
D4_seed0,D4,0,symbolic_word_reduction_oracle,structural,heldout_element,112,1.0
D4_seed0,D4,0,symbolic_word_reduction_oracle,structural,inverse_word,94,1.0
D4_seed0,D4,0,symbolic_word_reduction_oracle,structural,length_extrapolation,286,1.0
D4_seed0,D4,0,symbolic_word_reduction_oracle,structural,noisy_generator_token,111,1.0
D4_seed0,D4,0,symbolic_word_reduction_oracle,structural,reordered_equivalent_word,116,1.0
D4_seed0,D4,0,learned_cayley_table_model,word_length,4,128,0.4296875
D4_seed0,D4,0,learned_cayley_table_model,word_length,5,128,0.40625
D4_seed0,D4,0,learned_cayley_table_model,word_length,6,128,0.2421875
D4_seed0,D4,0,learned_cayley_table_model,word_length,7,128,0.1953125
D4_seed0,D4,0,learned_cayley_table_model,word_length,8,128,0.140625
D4_seed0,D4,0,learned_cayley_table_model,word_length,9,128,0.1484375
D4_seed0,D4,0,learned_cayley_table_model,word_length,10,128,0.1015625
D4_seed0,D4,0,learned_cayley_table_model,structural,alternate_presentation,87,0.28735632183908044
D4_seed0,D4,0,learned_cayley_table_model,structural,commutator,90,0.32222222222222224
D4_seed0,D4,0,learned_cayley_table_model,structural,heldout_element,112,0.0
D4_seed0,D4,0,learned_cayley_table_model,structural,inverse_word,94,0.2978723404255319
D4_seed0,D4,0,learned_cayley_table_model,structural,length_extrapolation,286,0.23426573426573427
D4_seed0,D4,0,learned_cayley_table_model,structural,noisy_generator_token,111,0.32432432432432434
D4_seed0,D4,0,learned_cayley_table_model,structural,reordered_equivalent_word,116,0.2413793103448276
D4_seed0,D4,0,differentiable_finite_state_automaton,word_length,4,128,0.3671875
D4_seed0,D4,0,differentiable_finite_state_automaton,word_length,5,128,0.3125
D4_seed0,D4,0,differentiable_finite_state_automaton,word_length,6,128,0.21875
D4_seed0,D4,0,differentiable_finite_state_automaton,word_length,7,128,0.203125
D4_seed0,D4,0,differentiable_finite_state_automaton,word_length,8,128,0.1171875
D4_seed0,D4,0,differentiable_finite_state_automaton,word_length,9,128,0.1796875
D4_seed0,D4,0,differentiable_finite_state_automaton,word_length,10,128,0.0703125
D4_seed0,D4,0,differentiable_finite_state_automaton,structural,alternate_presentation,87,0.22988505747126436
D4_seed0,D4,0,differentiable_finite_state_automaton,structural,commutator,90,0.2222222222222222
D4_seed0,D4,0,differentiable_finite_state_automaton,structural,heldout_element,112,0.0
D4_seed0,D4,0,differentiable_finite_state_automaton,structural,inverse_word,94,0.2765957446808511
D4_seed0,D4,0,differentiable_finite_state_automaton,structural,length_extrapolation,286,0.2202797202797203
D4_seed0,D4,0,differentiable_finite_state_automaton,structural,noisy_generator_token,111,0.32432432432432434
D4_seed0,D4,0,differentiable_finite_state_automaton,structural,reordered_equivalent_word,116,0.19827586206896552
D4_seed0,D4,0,group_equivariant_recurrent_network,word_length,4,128,0.828125
D4_seed0,D4,0,group_equivariant_recurrent_network,word_length,5,128,0.9765625
D4_seed0,D4,0,group_equivariant_recurrent_network,word_length,6,128,0.7890625
D4_seed0,D4,0,group_equivariant_recurrent_network,word_length,7,128,0.9765625
D4_seed0,D4,0,group_equivariant_recurrent_network,word_length,8,128,0.7734375
D4_seed0,D4,0,group_equivariant_recurrent_network,word_length,9,128,0.9765625
D4_seed0,D4,0,group_equivariant_recurrent_network,word_length,10,128,0.8046875
D4_seed0,D4,0,group_equivariant_recurrent_network,structural,alternate_presentation,87,1.0
D4_seed0,D4,0,group_equivariant_recurrent_network,structural,commutator,90,1.0
D4_seed0,D4,0,group_equivariant_recurrent_network,structural,heldout_element,112,0.0
D4_seed0,D4,0,group_equivariant_recurrent_network,structural,inverse_word,94,1.0
D4_seed0,D4,0,group_equivariant_recurrent_network,structural,length_extrapolation,286,1.0
D4_seed0,D4,0,group_equivariant_recurrent_network,structural,noisy_generator_token,111,1.0
D4_seed0,D4,0,group_equivariant_recurrent_network,structural,reordered_equivalent_word,116,1.0
D4_seed0,D4,0,group_equivariant_transformer,word_length,4,128,0.203125
D4_seed0,D4,0,group_equivariant_transformer,word_length,5,128,0.3359375
D4_seed0,D4,0,group_equivariant_transformer,word_length,6,128,0.078125
D4_seed0,D4,0,group_equivariant_transformer,word_length,7,128,0.2109375
D4_seed0,D4,0,group_equivariant_transformer,word_length,8,128,0.046875
D4_seed0,D4,0,group_equivariant_transformer,word_length,9,128,0.203125
D4_seed0,D4,0,group_equivariant_transformer,word_length,10,128,0.03125
D4_seed0,D4,0,group_equivariant_transformer,structural,alternate_presentation,87,0.20689655172413793
D4_seed0,D4,0,group_equivariant_transformer,structural,commutator,90,0.022222222222222223
D4_seed0,D4,0,group_equivariant_transformer,structural,heldout_element,112,0.008928571428571428
D4_seed0,D4,0,group_equivariant_transformer,structural,inverse_word,94,0.24468085106382978
D4_seed0,D4,0,group_equivariant_transformer,structural,length_extrapolation,286,0.1258741258741259
D4_seed0,D4,0,group_equivariant_transformer,structural,noisy_generator_token,111,0.32432432432432434
D4_seed0,D4,0,group_equivariant_transformer,structural,reordered_equivalent_word,116,0.22413793103448276
D4_seed0,D4,0,transformer_multiplication_augmentation,word_length,4,128,0.1484375
D4_seed0,D4,0,transformer_multiplication_augmentation,word_length,5,128,0.2421875
D4_seed0,D4,0,transformer_multiplication_augmentation,word_length,6,128,0.078125
D4_seed0,D4,0,transformer_multiplication_augmentation,word_length,7,128,0.2265625
D4_seed0,D4,0,transformer_multiplication_augmentation,word_length,8,128,0.0390625
D4_seed0,D4,0,transformer_multiplication_augmentation,word_length,9,128,0.203125
D4_seed0,D4,0,transformer_multiplication_augmentation,word_length,10,128,0.03125
D4_seed0,D4,0,transformer_multiplication_augmentation,structural,alternate_presentation,87,0.22988505747126436
D4_seed0,D4,0,transformer_multiplication_augmentation,structural,commutator,90,0.011111111111111112
D4_seed0,D4,0,transformer_multiplication_augmentation,structural,heldout_element,112,0.0
D4_seed0,D4,0,transformer_multiplication_augmentation,structural,inverse_word,94,0.1702127659574468
D4_seed0,D4,0,transformer_multiplication_augmentation,structural,length_extrapolation,286,0.1258741258741259
D4_seed0,D4,0,transformer_multiplication_augmentation,structural,noisy_generator_token,111,0.3333333333333333
D4_seed0,D4,0,transformer_multiplication_augmentation,structural,reordered_equivalent_word,116,0.1206896551724138
D4_seed0,D4,0,ordinary_sequence_transformer,word_length,4,128,0.1484375
D4_seed0,D4,0,ordinary_sequence_transformer,word_length,5,128,0.328125
D4_seed0,D4,0,ordinary_sequence_transformer,word_length,6,128,0.0546875
D4_seed0,D4,0,ordinary_sequence_transformer,word_length,7,128,0.2265625
D4_seed0,D4,0,ordinary_sequence_transformer,word_length,8,128,0.03125
D4_seed0,D4,0,ordinary_sequence_transformer,word_length,9,128,0.265625
D4_seed0,D4,0,ordinary_sequence_transformer,word_length,10,128,0.03125
D4_seed0,D4,0,ordinary_sequence_transformer,structural,alternate_presentation,87,0.21839080459770116
D4_seed0,D4,0,ordinary_sequence_transformer,structural,commutator,90,0.13333333333333333
D4_seed0,D4,0,ordinary_sequence_transformer,structural,heldout_element,112,0.0
D4_seed0,D4,0,ordinary_sequence_transformer,structural,inverse_word,94,0.18085106382978725
D4_seed0,D4,0,ordinary_sequence_transformer,structural,length_extrapolation,286,0.13986013986013987
D4_seed0,D4,0,ordinary_sequence_transformer,structural,noisy_generator_token,111,0.3063063063063063
D4_seed0,D4,0,ordinary_sequence_transformer,structural,reordered_equivalent_word,116,0.14655172413793102
D4_seed0,D4,0,sequence_mlp,word_length,4,128,0.21875
D4_seed0,D4,0,sequence_mlp,word_length,5,128,0.4609375
D4_seed0,D4,0,sequence_mlp,word_length,6,128,0.0546875
D4_seed0,D4,0,sequence_mlp,word_length,7,128,0.2578125
D4_seed0,D4,0,sequence_mlp,word_length,8,128,0.0546875
D4_seed0,D4,0,sequence_mlp,word_length,9,128,0.171875
D4_seed0,D4,0,sequence_mlp,word_length,10,128,0.0078125
D4_seed0,D4,0,sequence_mlp,structural,alternate_presentation,87,0.3563218390804598
D4_seed0,D4,0,sequence_mlp,structural,commutator,90,0.03333333333333333
D4_seed0,D4,0,sequence_mlp,structural,heldout_element,112,0.0
D4_seed0,D4,0,sequence_mlp,structural,inverse_word,94,0.26595744680851063
D4_seed0,D4,0,sequence_mlp,structural,length_extrapolation,286,0.12937062937062938
D4_seed0,D4,0,sequence_mlp,structural,noisy_generator_token,111,0.2972972972972973
D4_seed0,D4,0,sequence_mlp,structural,reordered_equivalent_word,116,0.2413793103448276
D4_seed0,D4,0,generic_moe,word_length,4,128,0.21875
D4_seed0,D4,0,generic_moe,word_length,5,128,0.46875
D4_seed0,D4,0,generic_moe,word_length,6,128,0.0625
D4_seed0,D4,0,generic_moe,word_length,7,128,0.2421875
D4_seed0,D4,0,generic_moe,word_length,8,128,0.0625
D4_seed0,D4,0,generic_moe,word_length,9,128,0.203125
D4_seed0,D4,0,generic_moe,word_length,10,128,0.046875
D4_seed0,D4,0,generic_moe,structural,alternate_presentation,87,0.40229885057471265
D4_seed0,D4,0,generic_moe,structural,commutator,90,0.022222222222222223
D4_seed0,D4,0,generic_moe,structural,heldout_element,112,0.0
D4_seed0,D4,0,generic_moe,structural,inverse_word,94,0.2765957446808511
D4_seed0,D4,0,generic_moe,structural,length_extrapolation,286,0.13986013986013987
D4_seed0,D4,0,generic_moe,structural,noisy_generator_token,111,0.3063063063063063
D4_seed0,D4,0,generic_moe,structural,reordered_equivalent_word,116,0.25862068965517243
D4_seed0,D4,0,generic_matrix_action_model,word_length,4,128,0.609375
D4_seed0,D4,0,generic_matrix_action_model,word_length,5,128,0.7109375
D4_seed0,D4,0,generic_matrix_action_model,word_length,6,128,0.515625
D4_seed0,D4,0,generic_matrix_action_model,word_length,7,128,0.640625
D4_seed0,D4,0,generic_matrix_action_model,word_length,8,128,0.3984375
D4_seed0,D4,0,generic_matrix_action_model,word_length,9,128,0.5703125
D4_seed0,D4,0,generic_matrix_action_model,word_length,10,128,0.296875
D4_seed0,D4,0,generic_matrix_action_model,structural,alternate_presentation,87,0.7241379310344828
D4_seed0,D4,0,generic_matrix_action_model,structural,commutator,90,0.45555555555555555
D4_seed0,D4,0,generic_matrix_action_model,structural,heldout_element,112,0.008928571428571428
D4_seed0,D4,0,generic_matrix_action_model,structural,inverse_word,94,0.6808510638297872
D4_seed0,D4,0,generic_matrix_action_model,structural,length_extrapolation,286,0.6888111888111889
D4_seed0,D4,0,generic_matrix_action_model,structural,noisy_generator_token,111,0.6216216216216216
D4_seed0,D4,0,generic_matrix_action_model,structural,reordered_equivalent_word,116,0.3793103448275862
D4_seed0,D4,0,lookup_table,word_length,4,128,0.046875
D4_seed0,D4,0,lookup_table,word_length,5,128,0.1796875
D4_seed0,D4,0,lookup_table,word_length,6,128,0.0390625
D4_seed0,D4,0,lookup_table,word_length,7,128,0.1875
D4_seed0,D4,0,lookup_table,word_length,8,128,0.0546875
D4_seed0,D4,0,lookup_table,word_length,9,128,0.203125
D4_seed0,D4,0,lookup_table,word_length,10,128,0.03125
D4_seed0,D4,0,lookup_table,structural,alternate_presentation,87,0.20689655172413793
D4_seed0,D4,0,lookup_table,structural,commutator,90,0.011111111111111112
D4_seed0,D4,0,lookup_table,structural,heldout_element,112,0.0
D4_seed0,D4,0,lookup_table,structural,inverse_word,94,0.0851063829787234
D4_seed0,D4,0,lookup_table,structural,length_extrapolation,286,0.10839160839160839
D4_seed0,D4,0,lookup_table,structural,noisy_generator_token,111,0.1981981981981982
D4_seed0,D4,0,lookup_table,structural,reordered_equivalent_word,116,0.12931034482758622
Q8_seed0,Q8,0,exact_structured_retransport,word_length,4,128,1.0
Q8_seed0,Q8,0,exact_structured_retransport,word_length,5,128,1.0
Q8_seed0,Q8,0,exact_structured_retransport,word_length,6,128,1.0
Q8_seed0,Q8,0,exact_structured_retransport,word_length,7,128,1.0
Q8_seed0,Q8,0,exact_structured_retransport,word_length,8,128,1.0
Q8_seed0,Q8,0,exact_structured_retransport,word_length,9,128,1.0
Q8_seed0,Q8,0,exact_structured_retransport,word_length,10,128,1.0
Q8_seed0,Q8,0,exact_structured_retransport,structural,alternate_presentation,82,1.0
Q8_seed0,Q8,0,exact_structured_retransport,structural,commutator,115,1.0
Q8_seed0,Q8,0,exact_structured_retransport,structural,heldout_element,130,1.0
Q8_seed0,Q8,0,exact_structured_retransport,structural,inverse_word,84,1.0
Q8_seed0,Q8,0,exact_structured_retransport,structural,length_extrapolation,304,1.0
Q8_seed0,Q8,0,exact_structured_retransport,structural,noisy_generator_token,88,1.0
Q8_seed0,Q8,0,exact_structured_retransport,structural,reordered_equivalent_word,93,1.0
Q8_seed0,Q8,0,symbolic_word_reduction_oracle,word_length,4,128,1.0
Q8_seed0,Q8,0,symbolic_word_reduction_oracle,word_length,5,128,1.0
Q8_seed0,Q8,0,symbolic_word_reduction_oracle,word_length,6,128,1.0
