setting_id,group,seed,word_length,method,accuracy,loss,ece,action_accuracy,representation_multiplication_error,trainable_parameters,training_examples,leakage_hash_passed,logits_sha256
S3_s0,S3,0,6,learned_matrix_action,0.1728395061728395,2.1518370954794253,0.24657684748993688,0.1728395061728395,0.8271604938271605,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s0,S3,0,7,learned_matrix_action,0.17276422764227642,2.1960813140279356,0.24738665906288257,0.17276422764227642,0.8272357723577236,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s0,S3,0,8,learned_matrix_action,0.1709741550695825,2.1344953002958853,0.2505371120814166,0.1709741550695825,0.8290258449304175,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s0,S3,0,4,sequence_mlp,0.1824175824175824,2.131112686010593,0.23940403781219552,0.1824175824175824,0.8175824175824176,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s0,S3,0,5,sequence_mlp,0.08189655172413793,2.2926344402351013,0.3443733907990286,0.08189655172413793,0.9181034482758621,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s0,S3,0,6,sequence_mlp,0.15843621399176955,2.2027849714726586,0.2609801396710068,0.15843621399176955,0.8415637860082305,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s0,S3,0,7,sequence_mlp,0.2032520325203252,2.1742820645369836,0.21689885418483382,0.2032520325203252,0.7967479674796748,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s0,S3,0,8,sequence_mlp,0.17892644135188868,2.1611412716515916,0.24258482579911042,0.17892644135188868,0.8210735586481114,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s0,S3,0,4,small_sequence_transformer,0.1824175824175824,2.131112686010593,0.23940403781219552,0.1824175824175824,0.8175824175824176,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s0,S3,0,5,small_sequence_transformer,0.08189655172413793,2.2926344402351013,0.3443733907990286,0.08189655172413793,0.9181034482758621,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s0,S3,0,6,small_sequence_transformer,0.15843621399176955,2.2027849714726586,0.2609801396710068,0.15843621399176955,0.8415637860082305,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s0,S3,0,7,small_sequence_transformer,0.2032520325203252,2.1742820645369836,0.21689885418483382,0.2032520325203252,0.7967479674796748,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s0,S3,0,8,small_sequence_transformer,0.17892644135188868,2.1611412716515916,0.24258482579911042,0.17892644135188868,0.8210735586481114,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s0,S3,0,4,low_rank_context_adapter,0.17142857142857143,2.127438475231895,0.2503930488012065,0.17142857142857143,0.8285714285714286,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s0,S3,0,5,low_rank_context_adapter,0.14439655172413793,2.246655895993746,0.27839682431763296,0.14439655172413793,0.8556034482758621,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s0,S3,0,6,low_rank_context_adapter,0.1728395061728395,2.1518370954794253,0.24657684748993688,0.1728395061728395,0.8271604938271605,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s0,S3,0,7,low_rank_context_adapter,0.17276422764227642,2.1960813140279356,0.24738665906288257,0.17276422764227642,0.8272357723577236,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s0,S3,0,8,low_rank_context_adapter,0.1709741550695825,2.1344953002958853,0.2505371120814166,0.1709741550695825,0.8290258449304175,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s0,S3,0,4,lookup_table_diagnostic,0.14065934065934066,2.2121101496818905,0.28116227957043727,0.14065934065934066,0.8593406593406593,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s0,S3,0,5,lookup_table_diagnostic,0.16379310344827586,2.2208287350811413,0.25900027259349506,0.16379310344827586,0.8362068965517241,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s0,S3,0,6,lookup_table_diagnostic,0.1646090534979424,2.23099111162692,0.254807300164834,0.1646090534979424,0.8353909465020576,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s0,S3,0,7,lookup_table_diagnostic,0.16869918699186992,2.1934010776635957,0.25145169971328907,0.16869918699186992,0.8313008130081301,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s0,S3,0,8,lookup_table_diagnostic,0.1749502982107356,2.131377708256774,0.24656096894026347,0.1749502982107356,0.8250497017892644,102,1200,True,674f91c5a94ecd78125c47b03d9693b2c75e444e2e8659882082796e51bef46d
S3_s1,S3,1,4,twistedmerge_structured_action,1.0,1.0096568675631121,0.6220328723648397,1.0,0.0,0,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,5,twistedmerge_structured_action,1.0,0.9713693985038319,0.6062516547848854,1.0,0.0,0,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,6,twistedmerge_structured_action,1.0,0.9924618314399448,0.6153392336066007,1.0,0.0,0,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,7,twistedmerge_structured_action,1.0,0.9757799619521199,0.607483197673089,1.0,0.0,0,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,8,twistedmerge_structured_action,1.0,0.9861288397574579,0.6123645675842297,1.0,0.0,0,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,4,generic_mixture_of_experts,0.22388059701492538,2.0016592162482376,0.15408653062023508,0.22388059701492538,0.7761194029850746,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,5,generic_mixture_of_experts,0.13894324853228962,2.1403768345865153,0.2548050966828249,0.13894324853228962,0.8610567514677103,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,6,generic_mixture_of_experts,0.1987179487179487,2.0363961645628432,0.18594281767545054,0.1987179487179487,0.8012820512820513,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,7,generic_mixture_of_experts,0.14484126984126985,2.1295119633499056,0.24767553248564125,0.14484126984126985,0.8551587301587301,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,8,generic_mixture_of_experts,0.16517857142857142,2.1202220104333036,0.22245686098719877,0.16517857142857142,0.8348214285714286,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,4,learned_matrix_action,0.22388059701492538,2.0016592162482376,0.15408653062023508,0.22388059701492538,0.7761194029850746,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,5,learned_matrix_action,0.13894324853228962,2.1403768345865153,0.2548050966828249,0.13894324853228962,0.8610567514677103,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,6,learned_matrix_action,0.1987179487179487,2.0363961645628432,0.18594281767545054,0.1987179487179487,0.8012820512820513,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,7,learned_matrix_action,0.14484126984126985,2.1295119633499056,0.24767553248564125,0.14484126984126985,0.8551587301587301,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,8,learned_matrix_action,0.16517857142857142,2.1202220104333036,0.22245686098719877,0.16517857142857142,0.8348214285714286,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,4,sequence_mlp,0.07889125799573561,2.2210172545333515,0.29907586963942484,0.07889125799573561,0.9211087420042644,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,5,sequence_mlp,0.2602739726027397,1.9702931557254053,0.1334743726123748,0.2602739726027397,0.7397260273972602,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,6,sequence_mlp,0.18803418803418803,2.0383732463082374,0.19662657835921127,0.18803418803418803,0.811965811965812,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,7,sequence_mlp,0.16865079365079366,2.106337615036784,0.22386600867611742,0.16865079365079366,0.8313492063492064,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,8,sequence_mlp,0.13839285714285715,2.1844712712072973,0.24924257527291308,0.13839285714285715,0.8616071428571429,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,4,small_sequence_transformer,0.07889125799573561,2.2210172545333515,0.29907586963942484,0.07889125799573561,0.9211087420042644,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,5,small_sequence_transformer,0.2602739726027397,1.9702931557254053,0.1334743726123748,0.2602739726027397,0.7397260273972602,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,6,small_sequence_transformer,0.18803418803418803,2.0383732463082374,0.19662657835921127,0.18803418803418803,0.811965811965812,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,7,small_sequence_transformer,0.16865079365079366,2.106337615036784,0.22386600867611742,0.16865079365079366,0.8313492063492064,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,8,small_sequence_transformer,0.13839285714285715,2.1844712712072973,0.24924257527291308,0.13839285714285715,0.8616071428571429,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,4,low_rank_context_adapter,0.22388059701492538,2.0016592162482376,0.15408653062023508,0.22388059701492538,0.7761194029850746,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,5,low_rank_context_adapter,0.13894324853228962,2.1403768345865153,0.2548050966828249,0.13894324853228962,0.8610567514677103,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,6,low_rank_context_adapter,0.1987179487179487,2.0363961645628432,0.18594281767545054,0.1987179487179487,0.8012820512820513,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,7,low_rank_context_adapter,0.14484126984126985,2.1295119633499056,0.24767553248564125,0.14484126984126985,0.8551587301587301,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,8,low_rank_context_adapter,0.16517857142857142,2.1202220104333036,0.22245686098719877,0.16517857142857142,0.8348214285714286,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,4,lookup_table_diagnostic,0.1023454157782516,2.2127849554875065,0.27562171185690887,0.1023454157782516,0.8976545842217484,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,5,lookup_table_diagnostic,0.22896281800391388,2.0478492071383685,0.16478552721120063,0.22896281800391388,0.7710371819960861,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,6,lookup_table_diagnostic,0.14957264957264957,2.1512328585288403,0.2350881168207497,0.14957264957264957,0.8504273504273504,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,7,lookup_table_diagnostic,0.1865079365079365,2.0688665842818796,0.2060088658189746,0.1865079365079365,0.8134920634920635,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s1,S3,1,8,lookup_table_diagnostic,0.16071428571428573,2.088971034281889,0.22692114670148447,0.16071428571428573,0.8392857142857143,102,1200,True,d628933a33c368ffeb201671ae5e5025d5d61d0682b795fb62e4cc7f37806fc4
S3_s2,S3,2,4,twistedmerge_structured_action,1.0,0.896058398981822,0.574643670755785,1.0,0.0,0,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,5,twistedmerge_structured_action,1.0,0.874216844022566,0.5646759623321057,1.0,0.0,0,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,6,twistedmerge_structured_action,1.0,0.8608735820100439,0.5572628517960929,1.0,0.0,0,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,7,twistedmerge_structured_action,1.0,0.9062353388194667,0.5772240620056386,1.0,0.0,0,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,8,twistedmerge_structured_action,1.0,0.892539116078297,0.5708672185847243,1.0,0.0,0,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,4,generic_mixture_of_experts,0.2448559670781893,2.1044124626114207,0.18050036216602577,0.2448559670781893,0.7551440329218106,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,5,generic_mixture_of_experts,0.12396694214876033,2.270019925557207,0.311357095519134,0.12396694214876033,0.8760330578512396,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,6,generic_mixture_of_experts,0.1589958158995816,2.3520521476446232,0.2837413323043255,0.1589958158995816,0.8410041841004184,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,7,generic_mixture_of_experts,0.1732776617954071,2.1962473345587745,0.24949827619895426,0.1732776617954071,0.826722338204593,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,8,generic_mixture_of_experts,0.16701902748414377,2.2251799424770504,0.26211375393113207,0.16701902748414377,0.8329809725158562,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,4,learned_matrix_action,0.2448559670781893,2.1044124626114207,0.18050036216602577,0.2448559670781893,0.7551440329218106,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,5,learned_matrix_action,0.12396694214876033,2.270019925557207,0.311357095519134,0.12396694214876033,0.8760330578512396,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,6,learned_matrix_action,0.1589958158995816,2.3520521476446232,0.2837413323043255,0.1589958158995816,0.8410041841004184,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,7,learned_matrix_action,0.1732776617954071,2.1962473345587745,0.24949827619895426,0.1732776617954071,0.826722338204593,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,8,learned_matrix_action,0.16701902748414377,2.2251799424770504,0.26211375393113207,0.16701902748414377,0.8329809725158562,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,4,sequence_mlp,0.19547325102880658,2.175315349169037,0.22988307821540852,0.19547325102880658,0.8045267489711934,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,5,sequence_mlp,0.1590909090909091,2.238812338119039,0.2762331285769852,0.1590909090909091,0.8409090909090909,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,6,sequence_mlp,0.16527196652719664,2.2761110340311936,0.2774651816767105,0.16527196652719664,0.8347280334728033,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,7,sequence_mlp,0.13569937369519833,2.2411408367949486,0.28707656429916306,0.13569937369519833,0.8643006263048016,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,8,sequence_mlp,0.18604651162790697,2.19345917781824,0.24308626978736883,0.18604651162790697,0.813953488372093,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,4,small_sequence_transformer,0.19547325102880658,2.175315349169037,0.22988307821540852,0.19547325102880658,0.8045267489711934,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,5,small_sequence_transformer,0.1590909090909091,2.238812338119039,0.2762331285769852,0.1590909090909091,0.8409090909090909,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,6,small_sequence_transformer,0.16527196652719664,2.2761110340311936,0.2774651816767105,0.16527196652719664,0.8347280334728033,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,7,small_sequence_transformer,0.13569937369519833,2.2411408367949486,0.28707656429916306,0.13569937369519833,0.8643006263048016,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,8,small_sequence_transformer,0.18604651162790697,2.19345917781824,0.24308626978736883,0.18604651162790697,0.813953488372093,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,4,low_rank_context_adapter,0.2448559670781893,2.1044124626114207,0.18050036216602577,0.2448559670781893,0.7551440329218106,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,5,low_rank_context_adapter,0.12396694214876033,2.270019925557207,0.311357095519134,0.12396694214876033,0.8760330578512396,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,6,low_rank_context_adapter,0.1589958158995816,2.3520521476446232,0.2837413323043255,0.1589958158995816,0.8410041841004184,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,7,low_rank_context_adapter,0.1732776617954071,2.1962473345587745,0.24949827619895426,0.1732776617954071,0.826722338204593,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,8,low_rank_context_adapter,0.16701902748414377,2.2251799424770504,0.26211375393113207,0.16701902748414377,0.8329809725158562,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,4,lookup_table_diagnostic,0.11934156378600823,2.262843370479583,0.3060147654582069,0.11934156378600823,0.8806584362139918,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,5,lookup_table_diagnostic,0.22520661157024793,2.0666874602850336,0.21011742609764633,0.22520661157024793,0.7747933884297521,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,6,lookup_table_diagnostic,0.13598326359832635,2.2923084574113215,0.3067538846055808,0.13598326359832635,0.8640167364016736,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,7,lookup_table_diagnostic,0.1544885177453027,2.211311174351123,0.26828742024905866,0.1544885177453027,0.8455114822546973,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s2,S3,2,8,lookup_table_diagnostic,0.1543340380549683,2.277226737909183,0.2747987433603075,0.1543340380549683,0.8456659619450317,102,1200,True,99100dde927e87f5f96f286ce74a1066199d573d36912ec9f13bf3a93e9bf675
S3_s3,S3,3,4,twistedmerge_structured_action,1.0,0.9056126289685152,0.5754375179633212,1.0,0.0,0,1200,True,5c2ba69676eaaec9633c8a496f3840a03cf2601d7bf8fe2b8def7e4de648a9da
S3_s3,S3,3,5,twistedmerge_structured_action,1.0,0.9243903029855208,0.5856559855748595,1.0,0.0,0,1200,True,5c2ba69676eaaec9633c8a496f3840a03cf2601d7bf8fe2b8def7e4de648a9da
S3_s3,S3,3,6,twistedmerge_structured_action,1.0,0.9055631657607918,0.5773117215073104,1.0,0.0,0,1200,True,5c2ba69676eaaec9633c8a496f3840a03cf2601d7bf8fe2b8def7e4de648a9da
S3_s3,S3,3,7,twistedmerge_structured_action,1.0,0.9139397196907215,0.5799661862639933,1.0,0.0,0,1200,True,5c2ba69676eaaec9633c8a496f3840a03cf2601d7bf8fe2b8def7e4de648a9da
S3_s3,S3,3,8,twistedmerge_structured_action,1.0,0.928193648559732,0.5844035903685262,1.0,0.0,0,1200,True,5c2ba69676eaaec9633c8a496f3840a03cf2601d7bf8fe2b8def7e4de648a9da
S3_s3,S3,3,4,generic_mixture_of_experts,0.2336065573770492,2.1127661165830975,0.1909559246596296,0.2336065573770492,0.7663934426229508,102,1200,True,5c2ba69676eaaec9633c8a496f3840a03cf2601d7bf8fe2b8def7e4de648a9da
S3_s3,S3,3,5,generic_mixture_of_experts,0.1652892561983471,2.1635347083289926,0.24905475822679335,0.1652892561983471,0.8347107438016529,102,1200,True,5c2ba69676eaaec9633c8a496f3840a03cf2601d7bf8fe2b8def7e4de648a9da
S3_s3,S3,3,6,generic_mixture_of_experts,0.16632016632016633,2.068307073855181,0.2563681121725234,0.16632016632016633,0.8336798336798337,102,1200,True,5c2ba69676eaaec9633c8a496f3840a03cf2601d7bf8fe2b8def7e4de648a9da
S3_s3,S3,3,7,generic_mixture_of_experts,0.18333333333333332,2.191408001207098,0.23670048040267327,0.18333333333333332,0.8166666666666667,102,1200,True,5c2ba69676eaaec9633c8a496f3840a03cf2601d7bf8fe2b8def7e4de648a9da
S3_s3,S3,3,8,generic_mixture_of_experts,0.15845824411134904,2.2537258009081604,0.2571381655201247,0.15845824411134904,0.841541755888651,102,1200,True,5c2ba69676eaaec9633c8a496f3840a03cf2601d7bf8fe2b8def7e4de648a9da
S3_s3,S3,3,4,learned_matrix_action,0.2336065573770492,2.1127661165830975,0.1909559246596296,0.2336065573770492,0.7663934426229508,102,1200,True,5c2ba69676eaaec9633c8a496f3840a03cf2601d7bf8fe2b8def7e4de648a9da
S3_s3,S3,3,5,learned_matrix_action,0.1652892561983471,2.1635347083289926,0.24905475822679335,0.1652892561983471,0.8347107438016529,102,1200,True,5c2ba69676eaaec9633c8a496f3840a03cf2601d7bf8fe2b8def7e4de648a9da
S3_s3,S3,3,6,learned_matrix_action,0.16632016632016633,2.068307073855181,0.2563681121725234,0.16632016632016633,0.8336798336798337,102,1200,True,5c2ba69676eaaec9633c8a496f3840a03cf2601d7bf8fe2b8def7e4de648a9da
S3_s3,S3,3,7,learned_matrix_action,0.18333333333333332,2.191408001207098,0.23670048040267327,0.18333333333333332,0.8166666666666667,102,1200,True,5c2ba69676eaaec9633c8a496f3840a03cf2601d7bf8fe2b8def7e4de648a9da
S3_s3,S3,3,8,learned_matrix_action,0.15845824411134904,2.2537258009081604,0.2571381655201247,0.15845824411134904,0.841541755888651,102,1200,True,5c2ba69676eaaec9633c8a496f3840a03cf2601d7bf8fe2b8def7e4de648a9da
