setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,max_train_samples,max_test_samples,dataset_seed,val_fraction,n_validation_examples,n_test_examples,checkpoint_source,method,candidate_set,n_candidates,selected_candidate_indices_json,selected_candidate_labels_json,selected_candidate_families_json,selected_candidate_count,selected_extra_capacity_count,selected_nonlocal_candidate_count,final_selected_candidate_label,final_selected_candidate_family,final_selected_candidate_type,val_accuracy,val_loss,test_accuracy,test_loss,test_used_for_selection,is_single_model,is_ensemble_or_extra_capacity,capacity_matched_to_weight_average,parameter_multiplier,inference_multiplier,delta_test_accuracy_vs_ordinary_greedy,delta_val_accuracy_vs_ordinary_greedy,ordinary_greedy_test_accuracy,ordinary_greedy_val_accuracy
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3005,fashion_mnist,mlp2,3,128,input_noise,activation,3005,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,ordinary_greedy_soup,ordinary_local_only,3,[0],"[""local:0""]","[""local""]",1,0,0,local:0,local,local_individual_checkpoint,0.8525,0.44108119773864746,0.8276,0.502028855419159,False,True,False,True,1.0,1.0,0.0,0.0,0.8276,0.8525
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3005,fashion_mnist,mlp2,3,128,input_noise,activation,3005,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_candidate_soup,expanded_gauge_candidates,23,[7],"[""c2m3_synchronized:section:0""]","[""c2m3_synchronized""]",1,0,1,c2m3_synchronized:section:0,c2m3_synchronized,gauge_corrected_local_section,0.8525,0.44108119583129884,0.8276,0.5020288584232331,False,True,False,True,1.0,1.0,0.0,0.0,0.8276,0.8525
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3006,fashion_mnist,mlp2,3,128,input_noise,activation,3006,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,ordinary_greedy_soup,ordinary_local_only,3,[0],"[""local:0""]","[""local""]",1,0,0,local:0,local,local_individual_checkpoint,0.856,0.43433007621765135,0.8274,0.4920985824584961,False,True,False,True,1.0,1.0,0.0,0.0,0.8274,0.856
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3006,fashion_mnist,mlp2,3,128,input_noise,activation,3006,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_candidate_soup,expanded_gauge_candidates,23,[7],"[""c2m3_synchronized:section:0""]","[""c2m3_synchronized""]",1,0,1,c2m3_synchronized:section:0,c2m3_synchronized,gauge_corrected_local_section,0.856,0.43433008003234863,0.8274,0.4920985778331757,False,True,False,True,1.0,1.0,0.0,0.0,0.8274,0.856
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3007,fashion_mnist,mlp2,3,128,input_noise,activation,3007,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,ordinary_greedy_soup,ordinary_local_only,3,[0],"[""local:0""]","[""local""]",1,0,0,local:0,local,local_individual_checkpoint,0.854,0.4299568405151367,0.8292,0.4892300970554352,False,True,False,True,1.0,1.0,0.0,0.0,0.8292,0.854
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3007,fashion_mnist,mlp2,3,128,input_noise,activation,3007,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_candidate_soup,expanded_gauge_candidates,23,[7],"[""c2m3_synchronized:section:0""]","[""c2m3_synchronized""]",1,0,1,c2m3_synchronized:section:0,c2m3_synchronized,gauge_corrected_local_section,0.854,0.4299568462371826,0.8292,0.48923009552955626,False,True,False,True,1.0,1.0,0.0,0.0,0.8292,0.854
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3008,fashion_mnist,mlp2,3,128,input_noise,activation,3008,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,ordinary_greedy_soup,ordinary_local_only,3,[0],"[""local:0""]","[""local""]",1,0,0,local:0,local,local_individual_checkpoint,0.8515,0.44432248878479,0.824,0.5007367870807647,False,True,False,True,1.0,1.0,0.0,0.0,0.824,0.8515
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3008,fashion_mnist,mlp2,3,128,input_noise,activation,3008,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_candidate_soup,expanded_gauge_candidates,23,[7],"[""c2m3_synchronized:section:0""]","[""c2m3_synchronized""]",1,0,1,c2m3_synchronized:section:0,c2m3_synchronized,gauge_corrected_local_section,0.8515,0.4443224983215332,0.824,0.5007367887496948,False,True,False,True,1.0,1.0,0.0,0.0,0.824,0.8515
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3009,fashion_mnist,mlp2,3,128,input_noise,activation,3009,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,ordinary_greedy_soup,ordinary_local_only,3,[0],"[""local:0""]","[""local""]",1,0,0,local:0,local,local_individual_checkpoint,0.8535,0.430434606552124,0.8326,0.48538522305488585,False,True,False,True,1.0,1.0,0.0,0.0,0.8326,0.8535
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3009,fashion_mnist,mlp2,3,128,input_noise,activation,3009,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_candidate_soup,expanded_gauge_candidates,23,"[7,0]","[""c2m3_synchronized:section:0"",""local:0""]","[""c2m3_synchronized"",""local""]",2,0,1,local:0,local,local_individual_checkpoint,0.8535,0.430434606552124,0.8326,0.48538522305488585,False,True,False,True,1.0,1.0,0.0,0.0,0.8326,0.8535
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3010,fashion_mnist,mlp2,3,128,input_noise,activation,3010,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,ordinary_greedy_soup,ordinary_local_only,3,[0],"[""local:0""]","[""local""]",1,0,0,local:0,local,local_individual_checkpoint,0.855,0.4357939701080322,0.8258,0.4931014705181122,False,True,False,True,1.0,1.0,0.0,0.0,0.8258,0.855
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3010,fashion_mnist,mlp2,3,128,input_noise,activation,3010,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_candidate_soup,expanded_gauge_candidates,23,[7],"[""c2m3_synchronized:section:0""]","[""c2m3_synchronized""]",1,0,1,c2m3_synchronized:section:0,c2m3_synchronized,gauge_corrected_local_section,0.855,0.4357939796447754,0.8258,0.4931014790058136,False,True,False,True,1.0,1.0,0.0,0.0,0.8258,0.855
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3011,fashion_mnist,mlp2,3,128,input_noise,activation,3011,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,ordinary_greedy_soup,ordinary_local_only,3,[0],"[""local:0""]","[""local""]",1,0,0,local:0,local,local_individual_checkpoint,0.856,0.4347955379486084,0.828,0.49051264920234683,False,True,False,True,1.0,1.0,0.0,0.0,0.828,0.856
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3011,fashion_mnist,mlp2,3,128,input_noise,activation,3011,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_candidate_soup,expanded_gauge_candidates,23,"[7,0]","[""c2m3_synchronized:section:0"",""local:0""]","[""c2m3_synchronized"",""local""]",2,0,1,local:0,local,local_individual_checkpoint,0.856,0.4347955379486084,0.828,0.49051264920234683,False,True,False,True,1.0,1.0,0.0,0.0,0.828,0.856
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3012,fashion_mnist,mlp2,3,128,input_noise,activation,3012,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,ordinary_greedy_soup,ordinary_local_only,3,[0],"[""local:0""]","[""local""]",1,0,0,local:0,local,local_individual_checkpoint,0.8555,0.4317096099853516,0.8258,0.4872671831607819,False,True,False,True,1.0,1.0,0.0,0.0,0.8258,0.8555
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3012,fashion_mnist,mlp2,3,128,input_noise,activation,3012,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_candidate_soup,expanded_gauge_candidates,23,[7],"[""c2m3_synchronized:section:0""]","[""c2m3_synchronized""]",1,0,1,c2m3_synchronized:section:0,c2m3_synchronized,gauge_corrected_local_section,0.8555,0.4317096042633057,0.8258,0.487267183303833,False,True,False,True,1.0,1.0,0.0,0.0,0.8258,0.8555
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3013,fashion_mnist,mlp2,3,128,input_noise,activation,3013,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,ordinary_greedy_soup,ordinary_local_only,3,[0],"[""local:0""]","[""local""]",1,0,0,local:0,local,local_individual_checkpoint,0.8535,0.43131021690368654,0.8286,0.48839355998039247,False,True,False,True,1.0,1.0,0.0,0.0,0.8286,0.8535
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3013,fashion_mnist,mlp2,3,128,input_noise,activation,3013,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_candidate_soup,expanded_gauge_candidates,23,[7],"[""c2m3_synchronized:section:0""]","[""c2m3_synchronized""]",1,0,1,c2m3_synchronized:section:0,c2m3_synchronized,gauge_corrected_local_section,0.8535,0.43131021118164065,0.8286,0.48839356064796446,False,True,False,True,1.0,1.0,0.0,0.0,0.8286,0.8535
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3014,fashion_mnist,mlp2,3,128,input_noise,activation,3014,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,ordinary_greedy_soup,ordinary_local_only,3,[0],"[""local:0""]","[""local""]",1,0,0,local:0,local,local_individual_checkpoint,0.8595,0.4333590717315674,0.8292,0.489652530002594,False,True,False,True,1.0,1.0,0.0,0.0,0.8292,0.8595
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3014,fashion_mnist,mlp2,3,128,input_noise,activation,3014,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_candidate_soup,expanded_gauge_candidates,23,[7],"[""c2m3_synchronized:section:0""]","[""c2m3_synchronized""]",1,0,1,c2m3_synchronized:section:0,c2m3_synchronized,gauge_corrected_local_section,0.8595,0.4333590755462646,0.8292,0.4896525369167328,False,True,False,True,1.0,1.0,0.0,0.0,0.8292,0.8595
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3015,fashion_mnist,mlp2,3,128,input_noise,activation,3015,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,ordinary_greedy_soup,ordinary_local_only,3,[0],"[""local:0""]","[""local""]",1,0,0,local:0,local,local_individual_checkpoint,0.8545,0.430536376953125,0.8268,0.4916061694145203,False,True,False,True,1.0,1.0,0.0,0.0,0.8268,0.8545
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3015,fashion_mnist,mlp2,3,128,input_noise,activation,3015,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_candidate_soup,expanded_gauge_candidates,23,[7],"[""c2m3_synchronized:section:0""]","[""c2m3_synchronized""]",1,0,1,c2m3_synchronized:section:0,c2m3_synchronized,gauge_corrected_local_section,0.8545,0.43053637504577635,0.8268,0.4916061686515808,False,True,False,True,1.0,1.0,0.0,0.0,0.8268,0.8545
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3016,fashion_mnist,mlp2,3,128,input_noise,activation,3016,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,ordinary_greedy_soup,ordinary_local_only,3,[0],"[""local:0""]","[""local""]",1,0,0,local:0,local,local_individual_checkpoint,0.8555,0.44003622817993165,0.8266,0.4961930420398712,False,True,False,True,1.0,1.0,0.0,0.0,0.8266,0.8555
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3016,fashion_mnist,mlp2,3,128,input_noise,activation,3016,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_candidate_soup,expanded_gauge_candidates,23,"[7,0]","[""c2m3_synchronized:section:0"",""local:0""]","[""c2m3_synchronized"",""local""]",2,0,1,local:0,local,local_individual_checkpoint,0.8555,0.44003622817993165,0.8266,0.4961930420398712,False,True,False,True,1.0,1.0,0.0,0.0,0.8266,0.8555
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3017,fashion_mnist,mlp2,3,128,input_noise,activation,3017,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,ordinary_greedy_soup,ordinary_local_only,3,[0],"[""local:0""]","[""local""]",1,0,0,local:0,local,local_individual_checkpoint,0.8585,0.42784115982055665,0.8274,0.488125577878952,False,True,False,True,1.0,1.0,0.0,0.0,0.8274,0.8585
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3017,fashion_mnist,mlp2,3,128,input_noise,activation,3017,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_candidate_soup,expanded_gauge_candidates,23,"[7,0]","[""c2m3_synchronized:section:0"",""local:0""]","[""c2m3_synchronized"",""local""]",2,0,1,local:0,local,local_individual_checkpoint,0.8585,0.42784115982055665,0.8274,0.488125577878952,False,True,False,True,1.0,1.0,0.0,0.0,0.8274,0.8585
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3018,fashion_mnist,mlp2,3,128,input_noise,activation,3018,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,ordinary_greedy_soup,ordinary_local_only,3,[0],"[""local:0""]","[""local""]",1,0,0,local:0,local,local_individual_checkpoint,0.857,0.4315506038665772,0.8286,0.4886892484664917,False,True,False,True,1.0,1.0,0.0,0.0,0.8286,0.857
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3018,fashion_mnist,mlp2,3,128,input_noise,activation,3018,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_candidate_soup,expanded_gauge_candidates,23,[7],"[""c2m3_synchronized:section:0""]","[""c2m3_synchronized""]",1,0,1,c2m3_synchronized:section:0,c2m3_synchronized,gauge_corrected_local_section,0.857,0.4315505886077881,0.8286,0.4886892553806305,False,True,False,True,1.0,1.0,0.0,0.0,0.8286,0.857
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3019,fashion_mnist,mlp2,3,128,input_noise,activation,3019,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,ordinary_greedy_soup,ordinary_local_only,3,[0],"[""local:0""]","[""local""]",1,0,0,local:0,local,local_individual_checkpoint,0.8555,0.43460952186584473,0.8284,0.4913409178733826,False,True,False,True,1.0,1.0,0.0,0.0,0.8284,0.8555
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3019,fashion_mnist,mlp2,3,128,input_noise,activation,3019,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_candidate_soup,expanded_gauge_candidates,23,"[7,0]","[""c2m3_synchronized:section:0"",""local:0""]","[""c2m3_synchronized"",""local""]",2,0,1,local:0,local,local_individual_checkpoint,0.8555,0.43460952186584473,0.8284,0.4913409178733826,False,True,False,True,1.0,1.0,0.0,0.0,0.8284,0.8555
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3020,fashion_mnist,mlp2,3,128,input_noise,activation,3020,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,ordinary_greedy_soup,ordinary_local_only,3,[0],"[""local:0""]","[""local""]",1,0,0,local:0,local,local_individual_checkpoint,0.858,0.429323335647583,0.829,0.49038936829566954,False,True,False,True,1.0,1.0,0.0,0.0,0.829,0.858
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3020,fashion_mnist,mlp2,3,128,input_noise,activation,3020,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,expanded_candidate_soup,expanded_gauge_candidates,23,[7],"[""c2m3_synchronized:section:0""]","[""c2m3_synchronized""]",1,0,1,c2m3_synchronized:section:0,c2m3_synchronized,gauge_corrected_local_section,0.858,0.4293233413696289,0.829,0.4903893606185913,False,True,False,True,1.0,1.0,0.0,0.0,0.829,0.858
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3021,fashion_mnist,mlp2,3,128,input_noise,activation,3021,10000,5000,314159,0.2,2000,5000,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation,ordinary_greedy_soup,ordinary_local_only,3,[0],"[""local:0""]","[""local""]",1,0,0,local:0,local,local_individual_checkpoint,0.856,0.441719612121582,0.827,0.5007595786094665,False,True,False,True,1.0,1.0,0.0,0.0,0.827,0.856
