setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,model_index,local_seed,val_loss,val_accuracy,test_loss,test_accuracy,checkpoint_saved,checkpoint_path,checkpoint_metadata_json
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4203,mnist,mlp,3,64,none,monomial_weight,4203,1,7883,0.2547010087966919,0.924,0.33252362442016603,0.9055,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4203,""gamma"":0.5,""local_seed"":7883,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4203,mnist,mlp,3,64,none,monomial_weight,4203,2,8892,0.24724286937713624,0.9255,0.321467526435852,0.912,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4203,""gamma"":0.5,""local_seed"":8892,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4204,mnist,mlp,3,64,none,monomial_weight,4204,0,6875,0.2512323760986328,0.9265,0.33165218925476075,0.905,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4204,""gamma"":0.5,""local_seed"":6875,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4204,mnist,mlp,3,64,none,monomial_weight,4204,1,7884,0.2607006492614746,0.92,0.33523082542419436,0.9035,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4204,""gamma"":0.5,""local_seed"":7884,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4204,mnist,mlp,3,64,none,monomial_weight,4204,2,8893,0.24847386264801025,0.9245,0.32341509437561033,0.905,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4204,""gamma"":0.5,""local_seed"":8893,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4205,mnist,mlp,3,64,none,monomial_weight,4205,0,6876,0.25734294509887695,0.923,0.330729606628418,0.9055,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4205,""gamma"":0.5,""local_seed"":6876,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4205,mnist,mlp,3,64,none,monomial_weight,4205,1,7885,0.25476152420043946,0.9225,0.33008200454711917,0.9045,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4205,""gamma"":0.5,""local_seed"":7885,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4205,mnist,mlp,3,64,none,monomial_weight,4205,2,8894,0.25502513122558595,0.9225,0.33285536098480223,0.9045,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4205,""gamma"":0.5,""local_seed"":8894,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4206,mnist,mlp,3,64,none,monomial_weight,4206,0,6877,0.2556667137145996,0.9205,0.3328927240371704,0.9055,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4206,""gamma"":0.5,""local_seed"":6877,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4206,mnist,mlp,3,64,none,monomial_weight,4206,1,7886,0.24831614303588867,0.9255,0.32544320964813234,0.905,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4206,""gamma"":0.5,""local_seed"":7886,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4206,mnist,mlp,3,64,none,monomial_weight,4206,2,8895,0.24543056297302246,0.928,0.32058431243896485,0.9065,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4206,""gamma"":0.5,""local_seed"":8895,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4207,mnist,mlp,3,64,none,monomial_weight,4207,0,6878,0.24924755859375,0.9255,0.3239979610443115,0.9055,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4207,""gamma"":0.5,""local_seed"":6878,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4207,mnist,mlp,3,64,none,monomial_weight,4207,1,7887,0.24949180698394777,0.927,0.32793603229522705,0.9045,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4207,""gamma"":0.5,""local_seed"":7887,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4207,mnist,mlp,3,64,none,monomial_weight,4207,2,8896,0.2539801120758057,0.9225,0.3316485843658447,0.9045,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4207,""gamma"":0.5,""local_seed"":8896,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4208,mnist,mlp,3,64,none,monomial_weight,4208,0,6879,0.24382240486145018,0.9295,0.3187766246795654,0.9055,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4208,""gamma"":0.5,""local_seed"":6879,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4208,mnist,mlp,3,64,none,monomial_weight,4208,1,7888,0.24756660652160645,0.923,0.32470611095428464,0.908,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4208,""gamma"":0.5,""local_seed"":7888,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4208,mnist,mlp,3,64,none,monomial_weight,4208,2,8897,0.24992958545684815,0.923,0.32521902561187743,0.908,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4208,""gamma"":0.5,""local_seed"":8897,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4209,mnist,mlp,3,64,none,monomial_weight,4209,0,6880,0.2513442544937134,0.9205,0.3320673561096191,0.9045,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4209,""gamma"":0.5,""local_seed"":6880,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4209,mnist,mlp,3,64,none,monomial_weight,4209,1,7889,0.2470586233139038,0.9275,0.3250509786605835,0.909,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4209,""gamma"":0.5,""local_seed"":7889,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4209,mnist,mlp,3,64,none,monomial_weight,4209,2,8898,0.2528276481628418,0.923,0.3334736728668213,0.902,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4209,""gamma"":0.5,""local_seed"":8898,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4210,mnist,mlp,3,64,none,monomial_weight,4210,0,6881,0.2529925022125244,0.924,0.32780405902862547,0.908,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4210,""gamma"":0.5,""local_seed"":6881,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4210,mnist,mlp,3,64,none,monomial_weight,4210,1,7890,0.26082596588134765,0.923,0.3361143341064453,0.905,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4210,""gamma"":0.5,""local_seed"":7890,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4210,mnist,mlp,3,64,none,monomial_weight,4210,2,8899,0.2628108139038086,0.923,0.33713511180877687,0.9015,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4210,""gamma"":0.5,""local_seed"":8899,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4211,mnist,mlp,3,64,none,monomial_weight,4211,0,6882,0.24966191482543945,0.926,0.32622852420806886,0.9045,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4211,""gamma"":0.5,""local_seed"":6882,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4211,mnist,mlp,3,64,none,monomial_weight,4211,1,7891,0.25115936374664305,0.924,0.3297303285598755,0.905,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4211,""gamma"":0.5,""local_seed"":7891,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4211,mnist,mlp,3,64,none,monomial_weight,4211,2,8900,0.2444056510925293,0.9265,0.32118333148956296,0.912,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4211,""gamma"":0.5,""local_seed"":8900,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4212,mnist,mlp,3,64,none,monomial_weight,4212,0,6883,0.2490766267776489,0.9215,0.32826193046569824,0.9035,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4212,""gamma"":0.5,""local_seed"":6883,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4212,mnist,mlp,3,64,none,monomial_weight,4212,1,7892,0.25673708152770996,0.9225,0.3326102056503296,0.9025,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4212,""gamma"":0.5,""local_seed"":7892,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":1,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4212,mnist,mlp,3,64,none,monomial_weight,4212,2,8901,0.24811870288848878,0.928,0.3274625549316406,0.9065,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4212,""gamma"":0.5,""local_seed"":8901,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":2,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
mnist_mlp_N3_W64_none_monomial_weight,mnist_mlp_N3_W64_none_monomial_weight_seed4213,mnist,mlp,3,64,none,monomial_weight,4213,0,6884,0.2497234754562378,0.9225,0.32595960235595706,0.9045,False,,"{""architecture"":""mlp"",""augmentation"":""none"",""checkpoint_saved"":false,""dataset"":""mnist"",""dataset_seed"":314159,""domain_shift"":""none"",""epochs"":10,""experiment_seed"":4213,""gamma"":0.5,""local_seed"":6884,""matching"":""monomial_weight"",""max_test_samples"":2000,""max_train_samples"":10000,""model_index"":0,""n_models"":3,""optimizer"":""adamw"",""scheduler"":""cosine"",""step_size"":3,""train_split_seed"":314176,""weight_decay"":0.0001,""width"":64}"
