setting_id,run_id,seed,dataset,architecture,n_models,width,domain_shift,matching,candidate_rank,candidate_model_index,candidate_order,candidate_method,candidate_source,soup_indices_before,soup_indices_after,validation_accuracy_before,validation_loss_before,candidate_soup_validation_accuracy,candidate_soup_validation_loss,validation_accuracy_margin_after_minus_before,validation_loss_margin_before_minus_after,accepted,decision_reason,decision_metric,decision_metric_source,candidate_soup_validation_metric_logged,algorithm_implied_decision,test_used_for_selection,is_final_selection,final_selection_indices,final_selection_candidate_rank,final_test_accuracy,final_test_loss,test_metric_role,checkpoint_source,run_source
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3003,3003,fashion_mnist,mlp2,3,128,input_noise,activation,2,1,"[0,1,2]",local_model,validation_ranked_local_model,[0],[0],0.8715,0.3848051996231079,0.4005,1.4756846466064453,-0.47100000000000003,-1.0908794469833374,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,True,False,False,False,[0],1,,,not_evaluated_for_candidate_decision,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3003_model1.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3003,3003,fashion_mnist,mlp2,3,128,input_noise,activation,3,2,"[0,1,2]",local_model,validation_ranked_local_model,[0],[0],0.8715,0.3848051996231079,0.542,1.257861602783203,-0.3295,-0.8730564031600951,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,True,False,False,False,[0],1,,,not_evaluated_for_candidate_decision,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3003_model2.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3004,3004,fashion_mnist,mlp2,3,128,input_noise,activation,1,0,"[0,1,2]",local_model,validation_ranked_local_model,[],[0],,,0.872,0.37929855442047117,,,True,accepted_initial_best_validation_model,validation_accuracy,direct_local_validation_metric,True,False,False,True,[0],1,0.8274,0.48889442167282104,evaluation_only_final_selection,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3004_model0.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3004,3004,fashion_mnist,mlp2,3,128,input_noise,activation,2,1,"[0,1,2]",local_model,validation_ranked_local_model,[0],[0],0.872,0.37929855442047117,0.5175,1.31998152923584,-0.35450000000000004,-0.9406829748153687,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,True,False,False,False,[0],1,,,not_evaluated_for_candidate_decision,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3004_model1.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3004,3004,fashion_mnist,mlp2,3,128,input_noise,activation,3,2,"[0,1,2]",local_model,validation_ranked_local_model,[0],[0],0.872,0.37929855442047117,0.517,1.272380470275879,-0.355,-0.8930819158554077,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,True,False,False,False,[0],1,,,not_evaluated_for_candidate_decision,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3004_model2.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3005,3005,fashion_mnist,mlp2,3,128,input_noise,activation,1,0,"[0,1,2]",local_model,validation_ranked_local_model,[],[0],,,0.862,0.40092743396759034,,,True,accepted_initial_best_validation_model,validation_accuracy,direct_local_validation_metric,True,False,False,True,[0],1,0.8276,0.502028855419159,evaluation_only_final_selection,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3005_model0.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3005,3005,fashion_mnist,mlp2,3,128,input_noise,activation,2,1,"[0,1,2]",local_model,validation_ranked_local_model,[0],[0],0.862,0.40092743396759034,0.5195,1.285973762512207,-0.3425,-0.8850463285446166,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,True,False,False,False,[0],1,,,not_evaluated_for_candidate_decision,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3005_model1.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3005,3005,fashion_mnist,mlp2,3,128,input_noise,activation,3,2,"[0,1,2]",local_model,validation_ranked_local_model,[0],[0],0.862,0.40092743396759034,0.5465,1.3390567169189453,-0.3155,-0.938129282951355,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,True,False,False,False,[0],1,,,not_evaluated_for_candidate_decision,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3005_model2.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3006,3006,fashion_mnist,mlp2,3,128,input_noise,activation,1,0,"[0,1,2]",local_model,validation_ranked_local_model,[],[0],,,0.8665,0.39089141845703124,,,True,accepted_initial_best_validation_model,validation_accuracy,direct_local_validation_metric,True,False,False,True,[0],1,0.8274,0.4920985824584961,evaluation_only_final_selection,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3006_model0.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3006,3006,fashion_mnist,mlp2,3,128,input_noise,activation,2,1,"[0,1,2]",local_model,validation_ranked_local_model,[0],[0],0.8665,0.39089141845703124,0.5035,1.4534299697875976,-0.3630000000000001,-1.0625385513305665,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,True,False,False,False,[0],1,,,not_evaluated_for_candidate_decision,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3006_model1.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3006,3006,fashion_mnist,mlp2,3,128,input_noise,activation,3,2,"[0,1,2]",local_model,validation_ranked_local_model,[0],[0],0.8665,0.39089141845703124,0.5905,1.32922900390625,-0.276,-0.9383375854492187,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,True,False,False,False,[0],1,,,not_evaluated_for_candidate_decision,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3006_model2.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3007,3007,fashion_mnist,mlp2,3,128,input_noise,activation,1,0,"[0,1,2]",local_model,validation_ranked_local_model,[],[0],,,0.868,0.3845911979675293,,,True,accepted_initial_best_validation_model,validation_accuracy,direct_local_validation_metric,True,False,False,True,[0],1,0.8292,0.4892300970554352,evaluation_only_final_selection,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3007_model0.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3007,3007,fashion_mnist,mlp2,3,128,input_noise,activation,2,1,"[0,1,2]",local_model,validation_ranked_local_model,[0],[0],0.868,0.3845911979675293,0.5205,1.209605194091797,-0.34750000000000003,-0.8250139961242676,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,True,False,False,False,[0],1,,,not_evaluated_for_candidate_decision,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3007_model1.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3007,3007,fashion_mnist,mlp2,3,128,input_noise,activation,3,2,"[0,1,2]",local_model,validation_ranked_local_model,[0],[0],0.868,0.3845911979675293,0.3195,1.536303108215332,-0.5485,-1.1517119102478026,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,True,False,False,False,[0],1,,,not_evaluated_for_candidate_decision,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3007_model2.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3008,3008,fashion_mnist,mlp2,3,128,input_noise,activation,1,0,"[0,1,2]",local_model,validation_ranked_local_model,[],[0],,,0.8615,0.4021935386657715,,,True,accepted_initial_best_validation_model,validation_accuracy,direct_local_validation_metric,True,False,False,True,[0],1,0.824,0.5007367870807647,evaluation_only_final_selection,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3008_model0.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3008,3008,fashion_mnist,mlp2,3,128,input_noise,activation,2,1,"[0,1,2]",local_model,validation_ranked_local_model,[0],[0],0.8615,0.4021935386657715,0.592,1.294428092956543,-0.2695000000000001,-0.8922345542907715,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,True,False,False,False,[0],1,,,not_evaluated_for_candidate_decision,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3008_model1.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3008,3008,fashion_mnist,mlp2,3,128,input_noise,activation,3,2,"[0,1,2]",local_model,validation_ranked_local_model,[0],[0],0.8615,0.4021935386657715,0.353,1.4791621437072755,-0.5085000000000001,-1.076968605041504,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,True,False,False,False,[0],1,,,not_evaluated_for_candidate_decision,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3008_model2.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3009,3009,fashion_mnist,mlp2,3,128,input_noise,activation,1,0,"[0,1,2]",local_model,validation_ranked_local_model,[],[0],,,0.871,0.38005127239227293,,,True,accepted_initial_best_validation_model,validation_accuracy,direct_local_validation_metric,True,False,False,True,[0],1,0.8326,0.48538522305488585,evaluation_only_final_selection,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3009_model0.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3009,3009,fashion_mnist,mlp2,3,128,input_noise,activation,2,1,"[0,1,2]",local_model,validation_ranked_local_model,[0],[0],0.871,0.38005127239227293,0.6215,1.1680266456604005,-0.24949999999999994,-0.7879753732681276,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,True,False,False,False,[0],1,,,not_evaluated_for_candidate_decision,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3009_model1.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3009,3009,fashion_mnist,mlp2,3,128,input_noise,activation,3,2,"[0,1,2]",local_model,validation_ranked_local_model,[0],[0],0.871,0.38005127239227293,0.548,1.2306795845031737,-0.32299999999999995,-0.8506283121109008,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,True,False,False,False,[0],1,,,not_evaluated_for_candidate_decision,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3009_model2.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3010,3010,fashion_mnist,mlp2,3,128,input_noise,activation,1,0,"[0,1,2]",local_model,validation_ranked_local_model,[],[0],,,0.8675,0.3904296569824219,,,True,accepted_initial_best_validation_model,validation_accuracy,direct_local_validation_metric,True,False,False,True,[0],1,0.8258,0.4931014705181122,evaluation_only_final_selection,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3010_model0.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3010,3010,fashion_mnist,mlp2,3,128,input_noise,activation,2,1,"[0,1,2]",local_model,validation_ranked_local_model,[0],[0],0.8675,0.3904296569824219,0.4545,1.4046330795288087,-0.41300000000000003,-1.0142034225463867,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,True,False,False,False,[0],1,,,not_evaluated_for_candidate_decision,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3010_model1.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3010,3010,fashion_mnist,mlp2,3,128,input_noise,activation,3,2,"[0,1,2]",local_model,validation_ranked_local_model,[0],[0],0.8675,0.3904296569824219,0.42,1.535493724822998,-0.44750000000000006,-1.1450640678405761,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,True,False,False,False,[0],1,,,not_evaluated_for_candidate_decision,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3010_model2.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3011,3011,fashion_mnist,mlp2,3,128,input_noise,activation,1,0,"[0,1,2]",local_model,validation_ranked_local_model,[],[0],,,0.868,0.3896366786956787,,,True,accepted_initial_best_validation_model,validation_accuracy,direct_local_validation_metric,True,False,False,True,[0],1,0.828,0.49051264920234683,evaluation_only_final_selection,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3011_model0.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3011,3011,fashion_mnist,mlp2,3,128,input_noise,activation,2,1,"[0,1,2]",local_model,validation_ranked_local_model,[0],[0],0.868,0.3896366786956787,0.4015,1.3124968757629394,-0.46649999999999997,-0.9228601970672607,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,True,False,False,False,[0],1,,,not_evaluated_for_candidate_decision,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3011_model1.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3011,3011,fashion_mnist,mlp2,3,128,input_noise,activation,3,2,"[0,1,2]",local_model,validation_ranked_local_model,[0],[0],0.868,0.3896366786956787,0.5055,1.271075267791748,-0.36250000000000004,-0.8814385890960694,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,True,False,False,False,[0],1,,,not_evaluated_for_candidate_decision,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3011_model2.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3012,3012,fashion_mnist,mlp2,3,128,input_noise,activation,1,0,"[0,1,2]",local_model,validation_ranked_local_model,[],[0],,,0.873,0.38698008823394775,,,True,accepted_initial_best_validation_model,validation_accuracy,direct_local_validation_metric,True,False,False,True,[0],1,0.8258,0.4872671831607819,evaluation_only_final_selection,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3012_model0.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3012,3012,fashion_mnist,mlp2,3,128,input_noise,activation,2,1,"[0,1,2]",local_model,validation_ranked_local_model,[0],[0],0.873,0.38698008823394775,0.6825,1.0482100715637208,-0.1905,-0.661229983329773,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,True,False,False,False,[0],1,,,not_evaluated_for_candidate_decision,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3012_model1.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3012,3012,fashion_mnist,mlp2,3,128,input_noise,activation,3,2,"[0,1,2]",local_model,validation_ranked_local_model,[0],[0],0.873,0.38698008823394775,0.5715,1.3453174896240234,-0.3015,-0.9583374013900756,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,True,False,False,False,[0],1,,,not_evaluated_for_candidate_decision,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3012_model2.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3013,3013,fashion_mnist,mlp2,3,128,input_noise,activation,1,0,"[0,1,2]",local_model,validation_ranked_local_model,[],[0],,,0.8675,0.38367806434631346,,,True,accepted_initial_best_validation_model,validation_accuracy,direct_local_validation_metric,True,False,False,True,[0],1,0.8286,0.48839355998039247,evaluation_only_final_selection,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3013_model0.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3013,3013,fashion_mnist,mlp2,3,128,input_noise,activation,2,1,"[0,1,2]",local_model,validation_ranked_local_model,[0],[0],0.8675,0.38367806434631346,0.328,1.4990252456665039,-0.5395000000000001,-1.1153471813201903,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,True,False,False,False,[0],1,,,not_evaluated_for_candidate_decision,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3013_model1.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3013,3013,fashion_mnist,mlp2,3,128,input_noise,activation,3,2,"[0,1,2]",local_model,validation_ranked_local_model,[0],[0],0.8675,0.38367806434631346,0.467,1.3299445495605469,-0.4005,-0.9462664852142334,False,rejected_validation_accuracy_decrease,validation_accuracy,direct_candidate_soup_validation_metric,True,False,False,False,[0],1,,,not_evaluated_for_candidate_decision,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3013_model2.pt,checkpointed_fixed_setting_verification
fashion_mnist_mlp2_N3_W128_input_noise_activation,fashion_mnist_mlp2_N3_W128_input_noise_activation_seed3014,3014,fashion_mnist,mlp2,3,128,input_noise,activation,1,0,"[0,1,2]",local_model,validation_ranked_local_model,[],[0],,,0.87,0.38380810546875,,,True,accepted_initial_best_validation_model,validation_accuracy,direct_local_validation_metric,True,False,False,True,[0],1,0.8292,0.489652530002594,evaluation_only_final_selection,<repository-root>/reports/checkpoints/fixed_setting_verification/fashion_mnist_mlp2_N3_W128_input_noise_activation/seed3014_model0.pt,checkpointed_fixed_setting_verification
